X,Y,Z,标注类别名称,预测类别,图像路径
-2.4778311,7.9502907,5.718854,parasitized,parasitized,D:\dataset\sr\val\parasitized\C129P90ThinF_IMG_20151004_134944_cell_16_RCAN_BIX4-official.png
-2.4868453,8.557831,8.546353,parasitized,parasitized,D:\dataset\sr\val\parasitized\C129P90ThinF_IMG_20151004_134944_cell_21_RCAN_BIX4-official.png
-2.9123938,7.7010617,7.72977,parasitized,parasitized,D:\dataset\sr\val\parasitized\C129P90ThinF_IMG_20151004_134944_cell_25_RCAN_BIX4-official.png
-1.646838,3.2593386,9.819064,parasitized,parasitized,D:\dataset\sr\val\parasitized\C129P90ThinF_IMG_20151004_134944_cell_27_RCAN_BIX4-official.png
-2.2178624,4.577816,4.6582265,parasitized,parasitized,D:\dataset\sr\val\parasitized\C129P90ThinF_IMG_20151004_134944_cell_28_RCAN_BIX4-official.png
-1.56932,10.176327,8.408988,parasitized,parasitized,D:\dataset\sr\val\parasitized\C129P90ThinF_IMG_20151004_134944_cell_30_RCAN_BIX4-official.png
-2.8416216,5.033125,8.484599,parasitized,parasitized,D:\dataset\sr\val\parasitized\C129P90ThinF_IMG_20151004_134944_cell_8_RCAN_BIX4-official.png
-1.7599684,7.6436944,3.7620199,parasitized,parasitized,D:\dataset\sr\val\parasitized\C130P91ThinF_IMG_20151004_135449_cell_121_RCAN_BIX4-official.png
-0.7037752,4.745266,2.0192504,parasitized,parasitized,D:\dataset\sr\val\parasitized\C130P91ThinF_IMG_20151004_135449_cell_124_RCAN_BIX4-official.png
-2.5516546,7.8977265,5.921878,parasitized,parasitized,D:\dataset\sr\val\parasitized\C130P91ThinF_IMG_20151004_135449_cell_135_RCAN_BIX4-official.png
-2.2920957,3.7814837,5.6915407,parasitized,parasitized,D:\dataset\sr\val\parasitized\C130P91ThinF_IMG_20151004_135449_cell_136_RCAN_BIX4-official.png
-2.4726226,4.3232327,5.722835,parasitized,parasitized,D:\dataset\sr\val\parasitized\C130P91ThinF_IMG_20151004_141341_cell_151_RCAN_BIX4-official.png
-2.1823676,4.7256947,10.270204,parasitized,parasitized,D:\dataset\sr\val\parasitized\C130P91ThinF_IMG_20151004_141341_cell_159_RCAN_BIX4-official.png
-3.0164607,7.0263824,7.988509,parasitized,parasitized,D:\dataset\sr\val\parasitized\C130P91ThinF_IMG_20151004_141428_cell_124_RCAN_BIX4-official.png
-2.7239363,7.161062,9.305258,parasitized,parasitized,D:\dataset\sr\val\parasitized\C130P91ThinF_IMG_20151004_141428_cell_131_RCAN_BIX4-official.png
-2.0239737,8.149519,10.118314,parasitized,parasitized,D:\dataset\sr\val\parasitized\C130P91ThinF_IMG_20151004_141428_cell_136_RCAN_BIX4-official.png
-2.4225347,6.697524,4.636515,parasitized,parasitized,D:\dataset\sr\val\parasitized\C130P91ThinF_IMG_20151004_141504_cell_152_RCAN_BIX4-official.png
-2.7197313,6.4414153,5.670718,parasitized,parasitized,D:\dataset\sr\val\parasitized\C130P91ThinF_IMG_20151004_141504_cell_154_RCAN_BIX4-official.png
-2.6096401,5.2098675,9.472528,parasitized,parasitized,D:\dataset\sr\val\parasitized\C130P91ThinF_IMG_20151004_141825_cell_134_RCAN_BIX4-official.png
-1.5703696,10.17653,7.97606,parasitized,parasitized,D:\dataset\sr\val\parasitized\C130P91ThinF_IMG_20151004_141825_cell_135_RCAN_BIX4-official.png
-0.46075475,2.7445238,3.12745,parasitized,parasitized,D:\dataset\sr\val\parasitized\C130P91ThinF_IMG_20151004_141825_cell_137_RCAN_BIX4-official.png
-0.9666964,1.6998684,6.506696,parasitized,parasitized,D:\dataset\sr\val\parasitized\C130P91ThinF_IMG_20151004_141825_cell_140_RCAN_BIX4-official.png
-2.083942,5.8896093,3.826729,parasitized,parasitized,D:\dataset\sr\val\parasitized\C130P91ThinF_IMG_20151004_142109_cell_141_RCAN_BIX4-official.png
-1.843153,7.536726,3.8605711,parasitized,parasitized,D:\dataset\sr\val\parasitized\C130P91ThinF_IMG_20151004_142709_cell_124_RCAN_BIX4-official.png
-0.89433223,3.3831322,3.0580091,parasitized,parasitized,D:\dataset\sr\val\parasitized\C130P91ThinF_IMG_20151004_142951_cell_147_RCAN_BIX4-official.png
-2.4872448,3.8885953,6.537943,parasitized,parasitized,D:\dataset\sr\val\parasitized\C130P91ThinF_IMG_20151004_142951_cell_150_RCAN_BIX4-official.png
-2.619526,4.1625075,6.5153403,parasitized,parasitized,D:\dataset\sr\val\parasitized\C130P91ThinF_IMG_20151004_142951_cell_153_RCAN_BIX4-official.png
-2.1806107,4.753269,10.304135,parasitized,parasitized,D:\dataset\sr\val\parasitized\C130P91ThinF_IMG_20151004_142951_cell_156_RCAN_BIX4-official.png
-2.3513892,5.9290857,10.401976,parasitized,parasitized,D:\dataset\sr\val\parasitized\C130P91ThinF_IMG_20151004_142951_cell_160_RCAN_BIX4-official.png
-3.089936,6.3991156,8.156108,parasitized,parasitized,D:\dataset\sr\val\parasitized\C130P91ThinF_IMG_20151004_142951_cell_163_RCAN_BIX4-official.png
-2.969137,5.347598,6.824851,parasitized,parasitized,D:\dataset\sr\val\parasitized\C131P92ThinF_IMG_20151004_145224_cell_134_RCAN_BIX4-official.png
-1.7233492,9.9604645,8.370978,parasitized,parasitized,D:\dataset\sr\val\parasitized\C131P92ThinF_IMG_20151004_145224_cell_136_RCAN_BIX4-official.png
-2.7159214,6.9342046,9.409896,parasitized,parasitized,D:\dataset\sr\val\parasitized\C131P92ThinF_IMG_20151004_145224_cell_138_RCAN_BIX4-official.png
-2.9084322,6.871096,8.900465,parasitized,parasitized,D:\dataset\sr\val\parasitized\C131P92ThinF_IMG_20151004_145224_cell_139_RCAN_BIX4-official.png
-2.0732815,7.868304,10.211427,parasitized,parasitized,D:\dataset\sr\val\parasitized\C131P92ThinF_IMG_20151004_145302_cell_130_RCAN_BIX4-official.png
-0.762452,3.035409,3.242172,parasitized,parasitized,D:\dataset\sr\val\parasitized\C131P92ThinF_IMG_20151004_145410_cell_129_RCAN_BIX4-official.png
-1.3798985,2.3559062,8.664254,parasitized,parasitized,D:\dataset\sr\val\parasitized\C131P92ThinF_IMG_20151004_145410_cell_131_RCAN_BIX4-official.png
-1.380196,2.716122,4.904783,parasitized,parasitized,D:\dataset\sr\val\parasitized\C131P92ThinF_IMG_20151004_150208_cell_138_RCAN_BIX4-official.png
-2.103212,9.082802,6.4331822,parasitized,parasitized,D:\dataset\sr\val\parasitized\C131P92ThinF_IMG_20151004_151126_cell_124_RCAN_BIX4-official.png
-2.7244716,8.392338,7.308343,parasitized,parasitized,D:\dataset\sr\val\parasitized\C131P92ThinF_IMG_20151004_151126_cell_125_RCAN_BIX4-official.png
-2.3569882,9.01589,7.9619513,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_151701_cell_133_RCAN_BIX4-official.png
-3.023159,6.959041,8.296809,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_151701_cell_134_RCAN_BIX4-official.png
-2.901897,7.874526,7.439829,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_151701_cell_136_RCAN_BIX4-official.png
-2.88786,4.85436,7.538797,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_151701_cell_146_RCAN_BIX4-official.png
-2.2735488,6.9264684,4.4904404,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_151701_cell_152_RCAN_BIX4-official.png
-2.5650303,8.082711,8.869901,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_151701_cell_153_RCAN_BIX4-official.png
-1.0348136,1.8989941,8.677408,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_151701_cell_155_RCAN_BIX4-official.png
-2.1891396,6.7151017,10.603787,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_151701_cell_163_RCAN_BIX4-official.png
-2.112497,3.8008685,9.472411,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_151701_cell_168_RCAN_BIX4-official.png
-2.762828,8.324323,7.526399,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_151733_cell_135_RCAN_BIX4-official.png
-2.8906944,5.4277105,8.726532,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_151733_cell_138_RCAN_BIX4-official.png
-1.8119408,5.1465154,3.381519,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_151733_cell_144_RCAN_BIX4-official.png
-2.6157546,8.496422,7.0753036,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_151733_cell_149_RCAN_BIX4-official.png
-2.7721374,4.5440836,6.9705644,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_151733_cell_157_RCAN_BIX4-official.png
-2.624011,6.9997478,9.628432,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_151733_cell_177_RCAN_BIX4-official.png
-0.22320972,3.8868062,1.8601873,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_151733_cell_180_RCAN_BIX4-official.png
-2.5296106,5.0451984,9.616563,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_151811_cell_126_RCAN_BIX4-official.png
-1.4309837,6.1306863,11.760455,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_151811_cell_146_RCAN_BIX4-official.png
-1.4987811,6.430753,11.624127,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_151811_cell_148_RCAN_BIX4-official.png
-2.9881692,7.4625406,7.479543,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_151811_cell_153_RCAN_BIX4-official.png
-0.7112029,5.5697484,1.8029321,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_151811_cell_155_RCAN_BIX4-official.png
-2.977457,7.4985924,7.588185,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_151811_cell_160_RCAN_BIX4-official.png
-0.4879719,1.2541927,8.344408,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_151811_cell_162_RCAN_BIX4-official.png
-1.791674,9.713737,8.962307,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_151941_cell_10_RCAN_BIX4-official.png
-1.4203539,4.4603033,3.0763133,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_151941_cell_12_RCAN_BIX4-official.png
-2.1149042,9.132125,6.6449614,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_151941_cell_1_RCAN_BIX4-official.png
-1.7901101,9.822899,8.553586,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_151941_cell_24_RCAN_BIX4-official.png
-1.7378843,9.7901325,8.937307,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_151941_cell_27_RCAN_BIX4-official.png
-0.4928945,3.7298343,12.30885,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_151941_cell_28_RCAN_BIX4-official.png
-2.2604108,6.9624367,4.4534793,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_151941_cell_29_RCAN_BIX4-official.png
-2.3843105,7.2398696,10.045227,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_151941_cell_32_RCAN_BIX4-official.png
-2.4670734,6.540649,4.8093133,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_151941_cell_34_RCAN_BIX4-official.png
-1.6707817,5.812637,3.02123,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_151941_cell_35_RCAN_BIX4-official.png
-2.4169798,8.877957,8.290762,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_151941_cell_45_RCAN_BIX4-official.png
-2.4709992,6.920453,10.037072,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_151941_cell_47_RCAN_BIX4-official.png
-2.4153764,7.8621774,5.6966214,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_151941_cell_48_RCAN_BIX4-official.png
-2.4638438,8.838546,8.156907,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_151941_cell_4_RCAN_BIX4-official.png
-0.10416322,5.5471206,1.232846,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_151941_cell_51_RCAN_BIX4-official.png
-1.5528135,6.5711684,11.524864,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_151941_cell_52_RCAN_BIX4-official.png
-2.597243,5.4063544,9.664321,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_151941_cell_5_RCAN_BIX4-official.png
-2.9344866,5.796475,6.4012957,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_151941_cell_9_RCAN_BIX4-official.png
-1.0536469,3.5503743,11.369377,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152045_cell_110_RCAN_BIX4-official.png
-2.0356069,3.155099,6.0638967,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152045_cell_112_RCAN_BIX4-official.png
-2.8529906,5.878469,8.983267,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152045_cell_117_RCAN_BIX4-official.png
-2.8955052,5.184892,8.384402,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152045_cell_133_RCAN_BIX4-official.png
-0.4935412,1.1924418,8.294201,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152045_cell_137_RCAN_BIX4-official.png
-1.6828628,5.247514,11.369473,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152045_cell_144_RCAN_BIX4-official.png
-2.9655795,5.228606,6.861061,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152045_cell_147_RCAN_BIX4-official.png
-2.163683,4.651748,10.271854,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152045_cell_150_RCAN_BIX4-official.png
-1.7035936,6.573677,11.334511,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152045_cell_151_RCAN_BIX4-official.png
-1.9854349,5.996366,3.6117985,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152045_cell_155_RCAN_BIX4-official.png
-1.3310025,6.3998327,11.815469,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152045_cell_162_RCAN_BIX4-official.png
-2.329211,7.1689205,4.6699934,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152257_cell_112_RCAN_BIX4-official.png
-2.9873776,7.385392,7.239834,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152257_cell_114_RCAN_BIX4-official.png
-2.7414289,8.387819,7.457451,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152257_cell_117_RCAN_BIX4-official.png
-2.5139472,5.3157625,9.804723,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152257_cell_120_RCAN_BIX4-official.png
-2.3413591,3.5639472,6.7570353,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152257_cell_123_RCAN_BIX4-official.png
-2.2708502,7.026075,4.5269794,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152257_cell_130_RCAN_BIX4-official.png
-1.2577341,4.338794,2.8927498,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152257_cell_138_RCAN_BIX4-official.png
-2.9058888,7.0451493,8.793265,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152257_cell_144_RCAN_BIX4-official.png
-2.5797334,8.616102,7.246212,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152257_cell_145_RCAN_BIX4-official.png
-2.101347,3.9846048,9.727092,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152257_cell_150_RCAN_BIX4-official.png
-2.9618797,7.1115146,8.472762,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152257_cell_155_RCAN_BIX4-official.png
-1.650439,7.823712,10.843179,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152257_cell_158_RCAN_BIX4-official.png
-2.5701058,4.161866,8.073566,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152353_cell_145_RCAN_BIX4-official.png
-2.5292614,7.386662,5.3476467,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152353_cell_148_RCAN_BIX4-official.png
-1.5105454,6.1243544,11.658522,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152353_cell_151_RCAN_BIX4-official.png
-1.8120774,9.56353,9.110014,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152353_cell_153_RCAN_BIX4-official.png
-2.0725212,7.468599,10.427791,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152353_cell_154_RCAN_BIX4-official.png
-1.6284789,9.025602,9.981933,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152353_cell_157_RCAN_BIX4-official.png
-1.3995886,6.62239,2.7101684,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152353_cell_160_RCAN_BIX4-official.png
-2.2277076,6.6906734,10.56146,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152353_cell_173_RCAN_BIX4-official.png
-2.661397,7.611135,5.9394183,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152353_cell_178_RCAN_BIX4-official.png
-2.7023468,4.354171,6.8225794,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152353_cell_180_RCAN_BIX4-official.png
-1.7642547,3.22108,9.45638,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152505_cell_121_RCAN_BIX4-official.png
-1.8818661,5.325381,3.447306,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152505_cell_124_RCAN_BIX4-official.png
-2.667543,7.73661,6.2472763,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152505_cell_130_RCAN_BIX4-official.png
-2.2681198,3.663994,5.856156,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152505_cell_133_RCAN_BIX4-official.png
-1.4516739,2.6009192,9.124843,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152505_cell_141_RCAN_BIX4-official.png
-2.8629699,7.212622,6.5016193,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152505_cell_156_RCAN_BIX4-official.png
-2.7812533,8.309597,7.407214,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152505_cell_160_RCAN_BIX4-official.png
-2.7095463,6.2179403,5.5923357,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152642_cell_17_RCAN_BIX4-official.png
-0.4643364,2.708318,3.1501427,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152642_cell_1_RCAN_BIX4-official.png
-2.7331054,4.4938526,7.8791113,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152642_cell_22_RCAN_BIX4-official.png
-2.359648,7.3576894,4.8660803,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152642_cell_25_RCAN_BIX4-official.png
-3.0026958,7.400975,7.540383,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152642_cell_27_RCAN_BIX4-official.png
-2.2351382,9.158711,8.431748,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152642_cell_32_RCAN_BIX4-official.png
-1.4099784,10.393093,8.609264,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152642_cell_33_RCAN_BIX4-official.png
-2.6900208,4.3613467,7.8813267,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152642_cell_35_RCAN_BIX4-official.png
-2.2431664,8.219235,5.4002533,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152642_cell_3_RCAN_BIX4-official.png
-2.1339924,9.0305395,6.401972,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152642_cell_45_RCAN_BIX4-official.png
-2.461876,7.9858694,5.711879,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152642_cell_9_RCAN_BIX4-official.png
-0.8609038,1.5802338,6.4953465,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152808_cell_10_RCAN_BIX4-official.png
-1.7528576,8.3550005,10.384493,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152808_cell_14_RCAN_BIX4-official.png
-1.6574614,5.052749,11.358927,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152808_cell_24_RCAN_BIX4-official.png
-2.957116,7.3212667,6.961382,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152808_cell_31_RCAN_BIX4-official.png
-0.5623685,2.2350526,3.960753,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152808_cell_33_RCAN_BIX4-official.png
-1.117334,3.6515574,11.354907,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152808_cell_39_RCAN_BIX4-official.png
-2.4721751,5.148554,9.832102,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152808_cell_42_RCAN_BIX4-official.png
-2.37187,9.0072775,7.939516,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152808_cell_43_RCAN_BIX4-official.png
-2.9392781,5.2019224,6.8190875,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152808_cell_44_RCAN_BIX4-official.png
-2.8437018,7.5657763,8.493437,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152808_cell_52_RCAN_BIX4-official.png
-2.5128658,3.977594,8.261987,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152808_cell_55_RCAN_BIX4-official.png
-2.7650092,6.583844,5.95361,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_152808_cell_57_RCAN_BIX4-official.png
-2.5253448,5.8191953,5.0093503,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_153030_cell_14_RCAN_BIX4-official.png
-2.097499,3.3492005,8.337511,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_153030_cell_19_RCAN_BIX4-official.png
-0.5539485,2.681686,11.22156,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_153030_cell_1_RCAN_BIX4-official.png
-2.6916294,4.892113,5.9847484,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_153030_cell_27_RCAN_BIX4-official.png
-2.4591274,8.893106,7.699759,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_153030_cell_29_RCAN_BIX4-official.png
-2.5185344,5.067849,9.658644,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_153030_cell_31_RCAN_BIX4-official.png
-2.4638307,7.3350606,9.803895,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_153030_cell_38_RCAN_BIX4-official.png
-2.1516993,6.1362953,10.77334,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_153030_cell_41_RCAN_BIX4-official.png
-2.2825751,9.101752,8.378121,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_153030_cell_43_RCAN_BIX4-official.png
-2.607891,7.3940554,5.6189084,parasitized,parasitized,D:\dataset\sr\val\parasitized\C132P93ThinF_IMG_20151004_153030_cell_7_RCAN_BIX4-official.png
-3.0887227,6.3719606,8.197997,parasitized,parasitized,D:\dataset\sr\val\parasitized\C133P94ThinF_IMG_20151004_153930_cell_101_RCAN_BIX4-official.png
-2.9380348,6.998116,8.787149,parasitized,parasitized,D:\dataset\sr\val\parasitized\C133P94ThinF_IMG_20151004_153930_cell_110_RCAN_BIX4-official.png
-2.9211721,7.4080844,6.674573,parasitized,parasitized,D:\dataset\sr\val\parasitized\C133P94ThinF_IMG_20151004_154158_cell_108_RCAN_BIX4-official.png
-1.5481522,10.210989,8.43571,parasitized,parasitized,D:\dataset\sr\val\parasitized\C133P94ThinF_IMG_20151004_154158_cell_122_RCAN_BIX4-official.png
-1.5844986,10.169772,8.192361,parasitized,parasitized,D:\dataset\sr\val\parasitized\C133P94ThinF_IMG_20151004_154158_cell_125_RCAN_BIX4-official.png
-2.5927951,7.385559,9.4515295,parasitized,parasitized,D:\dataset\sr\val\parasitized\C133P94ThinF_IMG_20151004_154351_cell_102_RCAN_BIX4-official.png
-2.3231504,5.0795126,4.676033,parasitized,parasitized,D:\dataset\sr\val\parasitized\C133P94ThinF_IMG_20151004_154351_cell_105_RCAN_BIX4-official.png
-1.6076154,6.726021,11.401784,parasitized,parasitized,D:\dataset\sr\val\parasitized\C133P94ThinF_IMG_20151004_154351_cell_110_RCAN_BIX4-official.png
-1.7667797,5.189619,3.303046,parasitized,parasitized,D:\dataset\sr\val\parasitized\C133P94ThinF_IMG_20151004_154351_cell_113_RCAN_BIX4-official.png
-2.363754,7.284964,10.049565,parasitized,parasitized,D:\dataset\sr\val\parasitized\C133P94ThinF_IMG_20151004_154351_cell_115_RCAN_BIX4-official.png
-3.0907404,6.332381,8.202061,parasitized,parasitized,D:\dataset\sr\val\parasitized\C133P94ThinF_IMG_20151004_154351_cell_97_RCAN_BIX4-official.png
-1.9941511,3.6307788,9.5270195,parasitized,parasitized,D:\dataset\sr\val\parasitized\C133P94ThinF_IMG_20151004_154512_cell_118_RCAN_BIX4-official.png
-2.7070146,4.635669,8.5300045,parasitized,parasitized,D:\dataset\sr\val\parasitized\C133P94ThinF_IMG_20151004_154512_cell_119_RCAN_BIX4-official.png
