X,Y,Z,标注类别名称,预测类别,图像路径
-6.786978,-2.8766572,5.664125,parasitized,parasitized,D:\dataset\sr\val\parasitized\C183P144NThinF_IMG_20151201_222917_cell_145_RCAN_BIX4-official.png
-11.514437,4.992414,13.50947,parasitized,parasitized,D:\dataset\sr\val\parasitized\C183P144NThinF_IMG_20151201_222917_cell_151_RCAN_BIX4-official.png
-8.1558275,5.589095,0.43579566,parasitized,parasitized,D:\dataset\sr\val\parasitized\C183P144NThinF_IMG_20151201_222917_cell_157_RCAN_BIX4-official.png
-18.096796,13.920161,2.1552393,parasitized,parasitized,D:\dataset\sr\val\parasitized\C183P144NThinF_IMG_20151201_222917_cell_159_RCAN_BIX4-official.png
-8.0377035,-5.4191437,1.3733003,parasitized,parasitized,D:\dataset\sr\val\parasitized\C183P144NThinF_IMG_20151201_222917_cell_161_RCAN_BIX4-official.png
-8.231104,-8.070044,-2.1975307,parasitized,parasitized,D:\dataset\sr\val\parasitized\C183P144NThinF_IMG_20151201_223208_cell_108_RCAN_BIX4-official.png
-23.817268,8.466167,-4.717836,parasitized,parasitized,D:\dataset\sr\val\parasitized\C183P144NThinF_IMG_20151201_223208_cell_112_RCAN_BIX4-official.png
-6.881821,-1.6773151,-1.4376259,parasitized,parasitized,D:\dataset\sr\val\parasitized\C183P144NThinF_IMG_20151201_223208_cell_113_RCAN_BIX4-official.png
-6.2451925,-5.006653,0.5661819,parasitized,parasitized,D:\dataset\sr\val\parasitized\C183P144NThinF_IMG_20151201_223208_cell_115_RCAN_BIX4-official.png
-18.267725,1.4848194,-11.110404,parasitized,parasitized,D:\dataset\sr\val\parasitized\C183P144NThinF_IMG_20151201_223208_cell_118_RCAN_BIX4-official.png
-19.582928,11.854491,4.7926865,parasitized,parasitized,D:\dataset\sr\val\parasitized\C183P144NThinF_IMG_20151201_223357_cell_143_RCAN_BIX4-official.png
-5.850709,-3.233998,5.623637,parasitized,parasitized,D:\dataset\sr\val\parasitized\C183P144NThinF_IMG_20151201_223431_cell_102_RCAN_BIX4-official.png
-9.236692,-6.0609636,8.405512,parasitized,parasitized,D:\dataset\sr\val\parasitized\C183P144NThinF_IMG_20151201_223431_cell_106_RCAN_BIX4-official.png
-12.475981,-12.06335,6.8945284,parasitized,parasitized,D:\dataset\sr\val\parasitized\C183P144NThinF_IMG_20151201_223758_cell_126_RCAN_BIX4-official.png
-17.697767,10.775373,7.8712664,parasitized,parasitized,D:\dataset\sr\val\parasitized\C183P144NThinF_IMG_20151201_223758_cell_136_RCAN_BIX4-official.png
-17.82598,4.148997,12.223663,parasitized,parasitized,D:\dataset\sr\val\parasitized\C183P144NThinF_IMG_20151201_223758_cell_137_RCAN_BIX4-official.png
-9.436171,10.672253,6.727188,parasitized,parasitized,D:\dataset\sr\val\parasitized\C183P144NThinF_IMG_20151201_223758_cell_139_RCAN_BIX4-official.png
-13.90642,-11.171495,-6.4308634,parasitized,parasitized,D:\dataset\sr\val\parasitized\C183P144NThinF_IMG_20151201_223758_cell_140_RCAN_BIX4-official.png
-13.887247,12.710654,-1.6267364,parasitized,parasitized,D:\dataset\sr\val\parasitized\C183P144NThinF_IMG_20151201_224107_cell_121_RCAN_BIX4-official.png
-6.995573,1.9274973,4.545858,parasitized,parasitized,D:\dataset\sr\val\parasitized\C183P144NThinF_IMG_20151201_224107_cell_123_RCAN_BIX4-official.png
-17.29916,9.7818775,9.501639,parasitized,parasitized,D:\dataset\sr\val\parasitized\C183P144NThinF_IMG_20151201_224107_cell_124_RCAN_BIX4-official.png
-15.056032,3.448132,12.333869,parasitized,parasitized,D:\dataset\sr\val\parasitized\C183P144NThinF_IMG_20151201_224107_cell_126_RCAN_BIX4-official.png
-16.668999,3.13345,-9.712051,parasitized,parasitized,D:\dataset\sr\val\parasitized\C183P144NThinF_IMG_20151201_224107_cell_128_RCAN_BIX4-official.png
-14.111339,-9.828199,9.477489,parasitized,parasitized,D:\dataset\sr\val\parasitized\C183P144NThinF_IMG_20151201_224107_cell_130_RCAN_BIX4-official.png
-17.149242,10.575977,8.303468,parasitized,parasitized,D:\dataset\sr\val\parasitized\C183P144NThinF_IMG_20151201_224107_cell_132_RCAN_BIX4-official.png
-17.535858,5.034389,12.16255,parasitized,parasitized,D:\dataset\sr\val\parasitized\C183P144NThinF_IMG_20151201_224107_cell_133_RCAN_BIX4-official.png
-6.350952,-5.8142557,-0.4288256,parasitized,parasitized,D:\dataset\sr\val\parasitized\C183P144NThinF_IMG_20151201_224107_cell_134_RCAN_BIX4-official.png
-10.762619,-11.374392,5.87463,parasitized,parasitized,D:\dataset\sr\val\parasitized\C183P144NThinF_IMG_20151201_224458_cell_115_RCAN_BIX4-official.png
-12.724153,-3.049446,12.317974,parasitized,parasitized,D:\dataset\sr\val\parasitized\C183P144NThinF_IMG_20151201_224458_cell_126_RCAN_BIX4-official.png
-16.857933,3.4385376,12.387098,parasitized,parasitized,D:\dataset\sr\val\parasitized\C183P144NThinF_IMG_20151201_224458_cell_127_RCAN_BIX4-official.png
-7.5136814,-7.958496,-3.150654,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_102405_cell_143_RCAN_BIX4-official.png
-15.30015,9.230126,10.332574,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_102405_cell_144_RCAN_BIX4-official.png
-18.011742,1.0960913,-11.4573,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_102405_cell_150_RCAN_BIX4-official.png
-4.900322,2.6290245,3.9817154,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_102405_cell_154_RCAN_BIX4-official.png
-18.176832,10.248681,8.564213,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_102405_cell_157_RCAN_BIX4-official.png
-18.163033,12.757826,3.159426,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_102405_cell_161_RCAN_BIX4-official.png
-4.835363,-4.7975197,6.141404,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_102405_cell_167_RCAN_BIX4-official.png
-7.902025,-6.8339877,-2.2985346,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_102405_cell_178_RCAN_BIX4-official.png
-16.47711,-1.9652463,-10.899689,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_102405_cell_180_RCAN_BIX4-official.png
-8.434678,-0.63178307,-4.9567294,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_102405_cell_182_RCAN_BIX4-official.png
-9.305136,9.619493,-1.1458064,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_102405_cell_187_RCAN_BIX4-official.png
-7.3418093,-5.074352,-2.8639183,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_102543_cell_139_RCAN_BIX4-official.png
-9.340566,0.08216252,10.765932,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_102543_cell_143_RCAN_BIX4-official.png
-7.7804995,0.47223088,-4.416465,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_102543_cell_145_RCAN_BIX4-official.png
-9.331717,4.5851464,12.536955,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_102543_cell_149_RCAN_BIX4-official.png
-7.4315524,-10.162339,2.4439943,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_102543_cell_159_RCAN_BIX4-official.png
-12.18687,-11.814258,5.589045,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_102543_cell_161_RCAN_BIX4-official.png
-7.6525702,-6.314958,8.628372,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_102543_cell_167_RCAN_BIX4-official.png
-17.463346,-12.3068495,6.265895,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_102543_cell_168_RCAN_BIX4-official.png
-10.460256,-1.501157,12.277594,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_102543_cell_171_RCAN_BIX4-official.png
-16.693476,-8.346188,-5.6313787,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_102543_cell_174_RCAN_BIX4-official.png
-13.807823,5.523446,11.95809,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_102543_cell_180_RCAN_BIX4-official.png
-8.383174,-9.210754,2.6991076,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_102721_cell_13_RCAN_BIX4-official.png
-19.105232,13.1427555,2.3951058,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_102721_cell_1_RCAN_BIX4-official.png
-18.020184,-11.726419,-3.731319,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_102721_cell_20_RCAN_BIX4-official.png
-11.8353195,12.252007,5.950561,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_102721_cell_21_RCAN_BIX4-official.png
-6.0197835,-3.9507809,2.0523767,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_102721_cell_25_RCAN_BIX4-official.png
-9.101871,-5.8931775,10.799379,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_102721_cell_32_RCAN_BIX4-official.png
-16.363493,-4.316317,11.813494,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_103114_cell_145_RCAN_BIX4-official.png
-5.435054,1.4790599,6.8179626,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_103114_cell_149_RCAN_BIX4-official.png
-17.24723,-10.06918,8.489393,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_103114_cell_153_RCAN_BIX4-official.png
-4.606743,4.1377983,3.015076,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_103114_cell_159_RCAN_BIX4-official.png
-12.712056,-5.0507545,10.8768,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_103114_cell_164_RCAN_BIX4-official.png
-10.809889,-9.540758,6.389029,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_103114_cell_166_RCAN_BIX4-official.png
-11.486243,-6.793083,10.105957,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_103114_cell_170_RCAN_BIX4-official.png
-17.956255,-10.804644,7.7079735,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_103114_cell_173_RCAN_BIX4-official.png
-10.702935,4.8714952,12.270532,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_103326_cell_128_RCAN_BIX4-official.png
-17.632076,-12.660204,-2.9944792,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_103326_cell_129_RCAN_BIX4-official.png
-15.828306,-13.413958,5.4991236,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_103326_cell_131_RCAN_BIX4-official.png
-18.247984,-12.252179,5.9072514,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_103326_cell_143_RCAN_BIX4-official.png
-7.1841054,-6.9451723,8.717023,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_103326_cell_144_RCAN_BIX4-official.png
-7.670628,-6.9579234,9.058146,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_103326_cell_147_RCAN_BIX4-official.png
-10.691118,-6.8328366,10.271319,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_103326_cell_156_RCAN_BIX4-official.png
-16.115417,-4.5737615,11.747316,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_103326_cell_157_RCAN_BIX4-official.png
-5.8025556,2.7003791,7.699792,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_103326_cell_160_RCAN_BIX4-official.png
-7.9618826,-8.2561455,6.0969377,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_103637_cell_145_RCAN_BIX4-official.png
-13.190318,11.80518,-4.4733043,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_103637_cell_146_RCAN_BIX4-official.png
-7.3887,3.6817856,10.418463,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_103637_cell_152_RCAN_BIX4-official.png
-9.712173,10.585205,0.83084893,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_103637_cell_163_RCAN_BIX4-official.png
-11.953404,-11.783545,-0.57337767,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_103637_cell_168_RCAN_BIX4-official.png
-15.553472,-0.7728691,12.49395,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_103637_cell_175_RCAN_BIX4-official.png
-19.342295,-13.210986,2.5542834,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_103637_cell_180_RCAN_BIX4-official.png
-17.801357,1.3000679,12.619038,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_103637_cell_185_RCAN_BIX4-official.png
-15.84516,-3.8028083,11.981755,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_103637_cell_187_RCAN_BIX4-official.png
-12.240536,-5.5191016,-8.390204,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_103824_cell_112_RCAN_BIX4-official.png
-11.284342,-7.3316197,5.441333,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_103824_cell_115_RCAN_BIX4-official.png
-8.244546,-9.736006,3.488074,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_103824_cell_118_RCAN_BIX4-official.png
-14.7108755,-10.327689,7.3211117,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_103824_cell_122_RCAN_BIX4-official.png
-13.178784,-11.7251425,6.4240503,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_103824_cell_126_RCAN_BIX4-official.png
-18.566729,2.0207944,-10.651441,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_103824_cell_127_RCAN_BIX4-official.png
-17.887844,-12.905434,-2.307054,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_103824_cell_136_RCAN_BIX4-official.png
-6.5508256,-3.6012142,-1.6501982,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_103824_cell_137_RCAN_BIX4-official.png
-12.918597,8.512358,10.718233,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_103824_cell_139_RCAN_BIX4-official.png
-11.714084,10.832142,-3.9223735,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_103824_cell_142_RCAN_BIX4-official.png
-7.409724,-5.9336996,-2.7322996,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_103824_cell_144_RCAN_BIX4-official.png
-15.86538,-3.9326394,-9.718088,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_104030_cell_12_RCAN_BIX4-official.png
-10.754038,4.3628626,-6.500022,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_104030_cell_20_RCAN_BIX4-official.png
-14.389731,-1.2095686,-9.545086,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_104030_cell_23_RCAN_BIX4-official.png
-13.667385,13.36375,6.2658596,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_104030_cell_25_RCAN_BIX4-official.png
-15.751374,-13.564612,0.9306893,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_104030_cell_29_RCAN_BIX4-official.png
-14.772791,5.936247,12.379761,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_104030_cell_45_RCAN_BIX4-official.png
-20.144703,4.1481457,11.471601,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_104030_cell_9_RCAN_BIX4-official.png
-15.348062,-2.9718232,-9.568286,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_104153_cell_131_RCAN_BIX4-official.png
-8.176272,-9.147697,4.943262,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_104153_cell_134_RCAN_BIX4-official.png
-4.609106,0.053288765,1.6141576,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_104153_cell_137_RCAN_BIX4-official.png
-18.997711,-12.256723,5.36901,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_104153_cell_138_RCAN_BIX4-official.png
-10.649247,-3.5959837,10.458679,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_104153_cell_139_RCAN_BIX4-official.png
-8.335621,-2.4888685,-5.9173236,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_104153_cell_142_RCAN_BIX4-official.png
-11.472631,11.575238,1.8148391,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_104153_cell_157_RCAN_BIX4-official.png
-9.621755,-2.6008463,-5.0066104,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_104153_cell_159_RCAN_BIX4-official.png
-9.414766,8.415238,2.3634653,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_104153_cell_161_RCAN_BIX4-official.png
-15.701371,6.3188396,11.798198,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_104153_cell_167_RCAN_BIX4-official.png
-19.057459,7.2054596,10.764098,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_104153_cell_174_RCAN_BIX4-official.png
-7.8383417,3.7604635,9.548288,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_104334_cell_12_RCAN_BIX4-official.png
-12.500457,8.061965,-6.391078,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_104334_cell_15_RCAN_BIX4-official.png
-8.228309,-9.244204,4.1710167,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_104334_cell_22_RCAN_BIX4-official.png
-6.3161035,4.1663213,10.392954,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_104334_cell_23_RCAN_BIX4-official.png
-16.308716,-9.510526,8.942544,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_104334_cell_28_RCAN_BIX4-official.png
-13.425025,-12.673698,5.852223,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_104334_cell_29_RCAN_BIX4-official.png
-8.80651,3.693026,12.053269,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_104334_cell_31_RCAN_BIX4-official.png
-6.7771897,-1.83775,8.620073,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_104334_cell_37_RCAN_BIX4-official.png
-11.723096,-9.477801,-3.786114,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_104334_cell_40_RCAN_BIX4-official.png
-7.270495,8.572787,4.6605077,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_104334_cell_41_RCAN_BIX4-official.png
-10.428157,-7.0465283,-4.854102,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_104334_cell_42_RCAN_BIX4-official.png
-15.517303,-6.764744,-8.530928,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_104334_cell_43_RCAN_BIX4-official.png
-12.559982,-11.83619,5.225795,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_104334_cell_52_RCAN_BIX4-official.png
-12.322733,-12.132037,6.778865,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_104440_cell_10_RCAN_BIX4-official.png
-8.184456,8.33803,-0.40917167,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_104440_cell_30_RCAN_BIX4-official.png
-19.143755,6.0126348,11.493697,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_104440_cell_35_RCAN_BIX4-official.png
-9.279763,-4.5970035,9.641613,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_104440_cell_41_RCAN_BIX4-official.png
-19.269852,6.4471993,11.086027,parasitized,parasitized,D:\dataset\sr\val\parasitized\C184P145ThinF_IMG_20151203_104440_cell_8_RCAN_BIX4-official.png
-4.7797112,-0.22328503,1.0955006,parasitized,parasitized,D:\dataset\sr\val\parasitized\C185P146ThinF_IMG_20151203_110344_cell_264_RCAN_BIX4-official.png
-6.460643,5.54835,8.038492,parasitized,parasitized,D:\dataset\sr\val\parasitized\C185P146ThinF_IMG_20151203_110448_cell_253_RCAN_BIX4-official.png
-20.679768,5.077904,-9.890723,parasitized,parasitized,D:\dataset\sr\val\parasitized\C185P146ThinF_IMG_20151203_110933_cell_231_RCAN_BIX4-official.png
-5.9717784,2.675576,-1.4707603,parasitized,parasitized,D:\dataset\sr\val\parasitized\C185P146ThinF_IMG_20151203_111121_cell_219_RCAN_BIX4-official.png
-6.9455295,-2.8755143,-4.2759256,parasitized,parasitized,D:\dataset\sr\val\parasitized\C185P146ThinF_IMG_20151203_111121_cell_220_RCAN_BIX4-official.png
-8.1928,-2.908029,9.152537,parasitized,parasitized,D:\dataset\sr\val\parasitized\C186P147NThinF_IMG_20151203_150132_cell_188_RCAN_BIX4-official.png
-16.69038,-8.270984,-5.6141644,parasitized,parasitized,D:\dataset\sr\val\parasitized\C186P147NThinF_IMG_20151203_150132_cell_198_RCAN_BIX4-official.png
-8.616732,2.4245226,-6.434097,parasitized,parasitized,D:\dataset\sr\val\parasitized\C186P147NThinF_IMG_20151203_150132_cell_199_RCAN_BIX4-official.png
-14.318419,12.880602,-1.1824781,parasitized,parasitized,D:\dataset\sr\val\parasitized\C186P147NThinF_IMG_20151203_150222_cell_166_RCAN_BIX4-official.png
-8.503218,5.0799255,-3.7962534,parasitized,parasitized,D:\dataset\sr\val\parasitized\C186P147NThinF_IMG_20151203_150222_cell_167_RCAN_BIX4-official.png
-13.935826,-8.954429,9.950667,parasitized,parasitized,D:\dataset\sr\val\parasitized\C186P147NThinF_IMG_20151203_150222_cell_172_RCAN_BIX4-official.png
-8.635187,-4.3578167,8.70214,parasitized,parasitized,D:\dataset\sr\val\parasitized\C186P147NThinF_IMG_20151203_150222_cell_176_RCAN_BIX4-official.png
-18.85773,11.715937,-3.8186681,parasitized,parasitized,D:\dataset\sr\val\parasitized\C186P147NThinF_IMG_20151203_150322_cell_158_RCAN_BIX4-official.png
-6.4345994,5.9364367,7.8535943,parasitized,parasitized,D:\dataset\sr\val\parasitized\C186P147NThinF_IMG_20151203_150322_cell_159_RCAN_BIX4-official.png
-5.1266484,1.3906538,-2.0640168,parasitized,parasitized,D:\dataset\sr\val\parasitized\C186P147NThinF_IMG_20151203_150322_cell_165_RCAN_BIX4-official.png
-9.525417,3.2975225,-7.2541394,parasitized,parasitized,D:\dataset\sr\val\parasitized\C186P147NThinF_IMG_20151203_150322_cell_166_RCAN_BIX4-official.png
-17.906965,14.346522,2.5558586,parasitized,parasitized,D:\dataset\sr\val\parasitized\C186P147NThinF_IMG_20151203_150408_cell_166_RCAN_BIX4-official.png
-5.077159,-3.8650517,6.7498727,parasitized,parasitized,D:\dataset\sr\val\parasitized\C186P147NThinF_IMG_20151203_150408_cell_175_RCAN_BIX4-official.png
-21.98154,2.781559,10.741328,parasitized,parasitized,D:\dataset\sr\val\parasitized\C186P147NThinF_IMG_20151203_150408_cell_176_RCAN_BIX4-official.png
-11.021744,7.9171767,-4.722855,parasitized,parasitized,D:\dataset\sr\val\parasitized\C186P147NThinF_IMG_20151203_150408_cell_182_RCAN_BIX4-official.png
-16.546185,8.712382,-6.984276,parasitized,parasitized,D:\dataset\sr\val\parasitized\C186P147NThinF_IMG_20151203_150408_cell_184_RCAN_BIX4-official.png
-14.681493,12.426801,-2.1945162,parasitized,parasitized,D:\dataset\sr\val\parasitized\C186P147NThinF_IMG_20151203_150408_cell_186_RCAN_BIX4-official.png
-5.269522,7.04707,1.034243,parasitized,parasitized,D:\dataset\sr\val\parasitized\C186P147NThinF_IMG_20151203_150557_cell_173_RCAN_BIX4-official.png
-7.448808,3.7667532,10.693346,parasitized,parasitized,D:\dataset\sr\val\parasitized\C186P147NThinF_IMG_20151203_150557_cell_177_RCAN_BIX4-official.png
-6.830077,-6.6586156,3.2056873,parasitized,parasitized,D:\dataset\sr\val\parasitized\C186P147NThinF_IMG_20151203_150808_cell_137_RCAN_BIX4-official.png
-8.392633,-2.431911,10.189066,parasitized,parasitized,D:\dataset\sr\val\parasitized\C186P147NThinF_IMG_20151203_150808_cell_140_RCAN_BIX4-official.png
-17.621164,-12.604509,-3.199583,parasitized,parasitized,D:\dataset\sr\val\parasitized\C186P147NThinF_IMG_20151203_150859_cell_171_RCAN_BIX4-official.png
-6.914676,6.756899,1.4360461,parasitized,parasitized,D:\dataset\sr\val\parasitized\C187P148NThinF_IMG_20151203_152841_cell_161_RCAN_BIX4-official.png
-11.119615,9.315742,-3.9112933,parasitized,parasitized,D:\dataset\sr\val\parasitized\C187P148NThinF_IMG_20151203_153410_cell_148_RCAN_BIX4-official.png
-6.7309117,-1.5132688,3.072688,parasitized,parasitized,D:\dataset\sr\val\parasitized\C187P148NThinF_IMG_20151203_153713_cell_197_RCAN_BIX4-official.png
-18.046558,-10.912599,7.579137,parasitized,parasitized,D:\dataset\sr\val\parasitized\C187P148NThinF_IMG_20151203_154111_cell_129_RCAN_BIX4-official.png
-6.287534,6.6787276,6.7538657,parasitized,parasitized,D:\dataset\sr\val\parasitized\C188P149ThinF_IMG_20151203_134209_cell_206_RCAN_BIX4-official.png
-16.643534,8.392828,-7.176662,parasitized,parasitized,D:\dataset\sr\val\parasitized\C188P149ThinF_IMG_20151203_134229_cell_214_RCAN_BIX4-official.png
-13.9936075,-9.791077,-6.867132,parasitized,parasitized,D:\dataset\sr\val\parasitized\C188P149ThinF_IMG_20151203_134229_cell_215_RCAN_BIX4-official.png
-15.531038,4.982975,-7.9952407,parasitized,parasitized,D:\dataset\sr\val\parasitized\C188P149ThinF_IMG_20151203_134229_cell_222_RCAN_BIX4-official.png
