图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-n预测正确,parasitized-预测置信度,uninfected-预测置信度
D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_113842_cell_28_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.8733804821968079,0.12661953270435333
D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_113842_cell_33_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.9988723397254944,0.0011275873985141516
D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_113842_cell_36_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.8792200088500977,0.12077996134757996
D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_113842_cell_41_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.7313634753227234,0.268636554479599
D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_113842_cell_7_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.8587833046913147,0.1412167102098465
D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_113842_cell_8_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.6507695317268372,0.34923043847084045
D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_114122_cell_11_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.9116548895835876,0.08834507316350937
D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_114122_cell_13_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.9888879656791687,0.011112026870250702
D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_114122_cell_15_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.5727197527885437,0.4272802770137787
D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_114122_cell_17_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.9971346855163574,0.002865290269255638
D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_114122_cell_8_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.6998579502105713,0.3001420795917511
D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_114609_cell_15_RCAN_BIX4-official.png,0,parasitized,1,uninfected,0,parasitized,True,0.21072347462177277,0.7892765402793884
D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_114609_cell_18_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.8679409623146057,0.1320589929819107
D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_114609_cell_21_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.5592169165611267,0.4407830834388733
D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_114609_cell_2_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.9997482895851135,0.000251686607953161
D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_114609_cell_30_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.9840553998947144,0.015944570302963257
D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_114609_cell_3_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.8556460738182068,0.14435391128063202
D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_114804_cell_13_RCAN_BIX4-official.png,0,parasitized,1,uninfected,0,parasitized,True,0.29884853959083557,0.701151430606842
D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_114804_cell_14_RCAN_BIX4-official.png,0,parasitized,1,uninfected,0,parasitized,True,0.3968542218208313,0.6031457781791687
D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_114804_cell_15_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.6475415229797363,0.3524584174156189
D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_114804_cell_22_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.845588207244873,0.15441179275512695
D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_114804_cell_25_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.9841852188110352,0.015814827755093575
D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_114804_cell_28_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.9887204766273499,0.011279556900262833
D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_114804_cell_31_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.6845065951347351,0.3154933452606201
D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_114804_cell_34_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.9924794435501099,0.007520568091422319
D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_114804_cell_6_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.9950120449066162,0.0049879769794642925
D:\dataset\sr\val\parasitized\C42P5thin_original_IMG_20150623_134426_cell_185_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.8567575812339783,0.14324238896369934
D:\dataset\sr\val\parasitized\C45P6ThinF_IMG_20151130_154725_cell_168_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.9306674003601074,0.0693325325846672
D:\dataset\sr\val\parasitized\C45P6ThinF_IMG_20151130_154725_cell_179_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.9996966123580933,0.00030343446996994317
D:\dataset\sr\val\parasitized\C45P6ThinF_IMG_20151130_154725_cell_182_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.9852960705757141,0.014703875407576561
D:\dataset\sr\val\parasitized\C45P6ThinF_IMG_20151130_154725_cell_184_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.7069189548492432,0.29308101534843445
D:\dataset\sr\val\parasitized\C45P6ThinF_IMG_20151130_155011_cell_170_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.8886961936950684,0.11130373179912567
D:\dataset\sr\val\parasitized\C45P6ThinF_IMG_20151130_155011_cell_171_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.8360679149627686,0.16393209993839264
D:\dataset\sr\val\parasitized\C45P6ThinF_IMG_20151130_155011_cell_175_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.9816362857818604,0.018363697454333305
D:\dataset\sr\val\parasitized\C45P6ThinF_IMG_20151130_155011_cell_176_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.9089651703834534,0.09103479981422424
D:\dataset\sr\val\parasitized\C45P6ThinF_IMG_20151130_155110_cell_204_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.5493023991584778,0.4506976306438446
D:\dataset\sr\val\parasitized\C45P6ThinF_IMG_20151130_155110_cell_207_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.8903615474700928,0.10963849723339081
D:\dataset\sr\val\parasitized\C45P6ThinF_IMG_20151130_160135_cell_215_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.5624987483024597,0.4375012218952179
D:\dataset\sr\val\parasitized\C45P6ThinF_IMG_20151130_160135_cell_216_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.9630069136619568,0.03699308633804321
D:\dataset\sr\val\parasitized\C45P6ThinF_IMG_20151130_160241_cell_202_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.9840025305747986,0.01599741168320179
D:\dataset\sr\val\parasitized\C45P6ThinF_IMG_20151130_160409_cell_196_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.9957613348960876,0.004238740541040897
D:\dataset\sr\val\parasitized\C45P6ThinF_IMG_20151130_160409_cell_198_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.9907013177871704,0.009298690594732761
D:\dataset\sr\val\parasitized\C45P6ThinF_IMG_20151130_160409_cell_199_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.9991452693939209,0.0008546928293071687
D:\dataset\sr\val\parasitized\C45P6ThinF_IMG_20151130_160409_cell_201_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.9827797412872314,0.017220281064510345
D:\dataset\sr\val\parasitized\C46P7ThinF_IMG_20151130_205558_cell_148_RCAN_BIX4-official.png,0,parasitized,1,uninfected,0,parasitized,True,0.4839736223220825,0.5160264372825623
D:\dataset\sr\val\parasitized\C46P7ThinF_IMG_20151130_205558_cell_153_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.9024189710617065,0.09758099168539047
D:\dataset\sr\val\parasitized\C46P7ThinF_IMG_20151130_205558_cell_156_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.7310460805892944,0.26895394921302795
D:\dataset\sr\val\parasitized\C46P7ThinF_IMG_20151130_205558_cell_161_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.6403992176055908,0.3596007823944092
D:\dataset\sr\val\parasitized\C46P7ThinF_IMG_20151130_205558_cell_162_RCAN_BIX4-official.png,0,parasitized,1,uninfected,0,parasitized,True,0.3653106987476349,0.6346892714500427
D:\dataset\sr\val\parasitized\C46P7ThinF_IMG_20151130_205719_cell_134_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.6916229724884033,0.30837705731391907
D:\dataset\sr\val\parasitized\C46P7ThinF_IMG_20151130_205756_cell_124_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.8837375044822693,0.11626248806715012
D:\dataset\sr\val\parasitized\C46P7ThinF_IMG_20151130_205756_cell_129_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.7108978629112244,0.289102166891098
D:\dataset\sr\val\parasitized\C46P7ThinF_IMG_20151130_205828_cell_147_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.9590818285942078,0.04091822728514671
D:\dataset\sr\val\parasitized\C46P7ThinF_IMG_20151130_205828_cell_148_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.9112719297409058,0.08872801810503006
D:\dataset\sr\val\parasitized\C46P7ThinF_IMG_20151130_205828_cell_151_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.9543420076370239,0.04565800726413727
D:\dataset\sr\val\parasitized\C46P7ThinF_IMG_20151130_210123_cell_126_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.9582441449165344,0.04175586625933647
D:\dataset\sr\val\parasitized\C46P7ThinF_IMG_20151130_210309_cell_163_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.728693425655365,0.271306574344635
D:\dataset\sr\val\parasitized\C46P7ThinF_IMG_20151130_210743_cell_152_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.8757112622261047,0.12428876012563705
D:\dataset\sr\val\parasitized\C46P7ThinF_IMG_20151130_210815_cell_7_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.6570649743080139,0.34293505549430847
D:\dataset\sr\val\parasitized\C46P7ThinF_IMG_20151130_210843_cell_143_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.5984850525856018,0.4015149772167206
D:\dataset\sr\val\parasitized\C46P7ThinF_IMG_20151130_210938_cell_157_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.7019773721694946,0.29802262783050537
D:\dataset\sr\val\parasitized\C46P7ThinF_IMG_20151130_210938_cell_161_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.8828225135803223,0.11717748641967773
D:\dataset\sr\val\parasitized\C46P7ThinF_IMG_20151130_210938_cell_162_RCAN_BIX4-official.png,0,parasitized,1,uninfected,0,parasitized,True,0.49655669927597046,0.5034433007240295
D:\dataset\sr\val\parasitized\C46P7ThinF_IMG_20151130_210938_cell_163_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.7762318253517151,0.2237681746482849
D:\dataset\sr\val\parasitized\C46P7ThinF_IMG_20151130_210938_cell_170_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.9504647254943848,0.04953529313206673
D:\dataset\sr\val\parasitized\C47P8thinOriginalOlympusCX21_IMG_20150717_172748_cell_158_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.7835909128189087,0.2164091020822525
D:\dataset\sr\val\parasitized\C47P8thin_Original_Motic_IMG_20150714_093512_cell_172_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.807376503944397,0.19262352585792542
D:\dataset\sr\val\parasitized\C47P8thin_Original_Motic_IMG_20150714_094054_cell_189_RCAN_BIX4-official.png,0,parasitized,1,uninfected,0,parasitized,True,0.09927219897508621,0.9007278084754944
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_160406_cell_198_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.8709977269172668,0.12900224328041077
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_160406_cell_201_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.8874021172523499,0.11259783059358597
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_160406_cell_203_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.7485663890838623,0.2514336109161377
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_160406_cell_212_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.9402563571929932,0.05974360555410385
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_160406_cell_213_RCAN_BIX4-official.png,0,parasitized,1,uninfected,0,parasitized,True,0.34494274854660034,0.6550572514533997
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_160406_cell_216_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.871907114982605,0.1280929297208786
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_160406_cell_217_RCAN_BIX4-official.png,0,parasitized,1,uninfected,0,parasitized,True,0.244191974401474,0.7558079957962036
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_160406_cell_225_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.9672607183456421,0.032739292830228806
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_160406_cell_229_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.9020190834999084,0.09798087924718857
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_160406_cell_237_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.9913825392723083,0.008617420680820942
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_160406_cell_238_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.8303068280220032,0.16969317197799683
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_160944_cell_202_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.8468859195709229,0.15311408042907715
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_160944_cell_206_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.5212439298629761,0.4787560999393463
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_160944_cell_209_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.7510525584220886,0.24894748628139496
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_160944_cell_211_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.9976752400398254,0.0023247457575052977
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_160944_cell_218_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.8883272409439087,0.11167282611131668
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_160944_cell_227_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.7938728332519531,0.20612718164920807
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_160944_cell_229_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.984919548034668,0.015080416575074196
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_160944_cell_233_RCAN_BIX4-official.png,0,parasitized,1,uninfected,0,parasitized,True,0.3546949028968811,0.6453050971031189
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_160944_cell_235_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.9450330138206482,0.05496703088283539
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_161055_cell_167_RCAN_BIX4-official.png,0,parasitized,1,uninfected,0,parasitized,True,0.16052255034446716,0.8394774794578552
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_161055_cell_168_RCAN_BIX4-official.png,0,parasitized,1,uninfected,0,parasitized,True,0.43299490213394165,0.5670050978660583
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_161055_cell_191_RCAN_BIX4-official.png,0,parasitized,1,uninfected,0,parasitized,True,0.06937596946954727,0.9306240677833557
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_161055_cell_192_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.8631877899169922,0.1368122696876526
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_161055_cell_197_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.9894872903823853,0.010512704029679298
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_161243_cell_155_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.7912425398826599,0.2087574601173401
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_161243_cell_157_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.940359354019165,0.05964062735438347
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_161243_cell_167_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.9294421076774597,0.07055795937776566
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_161243_cell_169_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.9098824262619019,0.09011761099100113
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_161243_cell_170_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.932437539100647,0.06756244599819183
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_161412_cell_173_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.886656641960144,0.11334334313869476
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_161412_cell_181_RCAN_BIX4-official.png,0,parasitized,1,uninfected,0,parasitized,True,0.33538639545440674,0.6646136045455933
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_161412_cell_182_RCAN_BIX4-official.png,0,parasitized,1,uninfected,0,parasitized,True,0.16168688237667084,0.838313102722168
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_161412_cell_186_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.9922311902046204,0.007768831215798855
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_161412_cell_187_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.8587459921836853,0.14125396311283112
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_161412_cell_188_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.7801550030708313,0.2198450118303299
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_161412_cell_189_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.8110113143920898,0.18898865580558777
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_161412_cell_193_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.8011258244514465,0.19887417554855347
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_162732_cell_12_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.8648215532302856,0.13517850637435913
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_162732_cell_13_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.5024868249893188,0.49751314520835876
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_162732_cell_15_RCAN_BIX4-official.png,0,parasitized,1,uninfected,0,parasitized,True,0.4545418322086334,0.545458197593689
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_162732_cell_16_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.6371468305587769,0.36285310983657837
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_162732_cell_17_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.887468159198761,0.1125318855047226
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_162732_cell_18_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.8655114769935608,0.13448850810527802
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_162732_cell_5_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.9631938934326172,0.03680606186389923
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_162732_cell_6_RCAN_BIX4-official.png,0,parasitized,1,uninfected,0,parasitized,True,0.07750550657510757,0.9224945306777954
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_162732_cell_9_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.7772348523139954,0.22276516258716583
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_163810_cell_10_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.6759601831436157,0.3240398168563843
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_163810_cell_14_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.9797608852386475,0.02023904398083687
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_163810_cell_17_RCAN_BIX4-official.png,0,parasitized,1,uninfected,0,parasitized,True,0.34296831488609314,0.6570316553115845
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_163810_cell_2_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.6705141663551331,0.32948586344718933
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_163810_cell_7_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.7955078482627869,0.20449219644069672
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_163810_cell_9_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.9434037804603577,0.056596238166093826
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_164031_cell_11_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.5122652053833008,0.4877348244190216
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_164031_cell_16_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.9861379265785217,0.013862057588994503
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_164031_cell_19_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.9965134263038635,0.003486610483378172
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_164031_cell_22_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.6761587262153625,0.32384130358695984
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_164031_cell_5_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.8630949258804321,0.1369050145149231
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_164031_cell_9_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.7901336550712585,0.20986637473106384
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_164129_cell_11_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.9959140419960022,0.004085928667336702
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_164129_cell_13_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.8064712882041931,0.19352874159812927
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_164129_cell_14_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.9664462804794312,0.033553674817085266
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_164129_cell_25_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.7339774966239929,0.26602253317832947
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_164129_cell_29_RCAN_BIX4-official.png,0,parasitized,1,uninfected,0,parasitized,True,0.43161216378211975,0.5683878064155579
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_164129_cell_32_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.8887620568275452,0.11123798042535782
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_164129_cell_34_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.9711324572563171,0.02886752411723137
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_164129_cell_35_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.9658100605010986,0.03418998420238495
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_164129_cell_36_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.7408533096313477,0.25914669036865234
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_164304_cell_12_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.7885711193084717,0.21142885088920593
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_164304_cell_17_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.9875202178955078,0.01247976440936327
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_164304_cell_20_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.9126431345939636,0.08735685050487518
D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_164304_cell_28_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.8787950277328491,0.12120497226715088
D:\dataset\sr\val\parasitized\C49P10thinF_IMG_20150724_102951_cell_212_RCAN_BIX4-official.png,0,parasitized,1,uninfected,0,parasitized,True,0.3025446832180023,0.6974552869796753
D:\dataset\sr\val\parasitized\C49P10thinF_IMG_20150724_103054_cell_191_RCAN_BIX4-official.png,0,parasitized,0,parasitized,1,uninfected,True,0.5427271127700806,0.4572729468345642
D:\dataset\sr\val\parasitized\C49P10thinF_IMG_20150724_103054_cell_192_RCAN_BIX4-official.png,0,parasitized,1,uninfected,0,parasitized,True,0.02650337852537632,0.973496675491333
