X,Y,标注类别名称,预测类别,图像路径
-72.39893,13.377849,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_110900_cell_10_RCAN_BIX4-official.png
-79.05228,-59.528397,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_110900_cell_11_RCAN_BIX4-official.png
-54.007225,-56.20901,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_110900_cell_14_RCAN_BIX4-official.png
-35.160404,50.49401,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_110900_cell_2_RCAN_BIX4-official.png
-93.07461,32.07745,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_110900_cell_5_RCAN_BIX4-official.png
-70.52795,-62.89872,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_110900_cell_7_RCAN_BIX4-official.png
-35.418343,51.04676,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_111206_cell_109_RCAN_BIX4-official.png
-88.90521,46.97713,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_111206_cell_76_RCAN_BIX4-official.png
-69.19429,-9.929212,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_111206_cell_77_RCAN_BIX4-official.png
-98.79214,10.384562,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_111206_cell_83_RCAN_BIX4-official.png
-83.01555,11.694502,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_111206_cell_98_RCAN_BIX4-official.png
-93.826515,47.02621,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_111326_cell_19_RCAN_BIX4-official.png
-64.14303,54.777695,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_111326_cell_21_RCAN_BIX4-official.png
-29.404491,53.847763,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_111326_cell_22_RCAN_BIX4-official.png
-114.43298,45.3164,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_111723_cell_78_RCAN_BIX4-official.png
-73.29392,19.473488,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_111723_cell_86_RCAN_BIX4-official.png
-97.85622,11.000206,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_111723_cell_98_RCAN_BIX4-official.png
-101.058716,-5.713574,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_111723_cell_99_RCAN_BIX4-official.png
-121.027794,-10.020346,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_111942_cell_10_RCAN_BIX4-official.png
-114.88467,7.8215127,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_111942_cell_14_RCAN_BIX4-official.png
-83.08773,37.287857,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_111942_cell_15_RCAN_BIX4-official.png
-85.89154,0.9216296,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_111942_cell_16_RCAN_BIX4-official.png
-114.650444,44.17748,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_111942_cell_17_RCAN_BIX4-official.png
-105.59213,53.10934,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_111942_cell_22_RCAN_BIX4-official.png
-133.45407,14.926379,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_111942_cell_2_RCAN_BIX4-official.png
-129.48715,14.005024,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_112119_cell_10_RCAN_BIX4-official.png
-97.87326,-40.271236,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_112119_cell_21_RCAN_BIX4-official.png
-77.89644,-45.875626,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_112119_cell_2_RCAN_BIX4-official.png
-106.493126,26.866848,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_112119_cell_7_RCAN_BIX4-official.png
-64.107445,13.740419,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_113126_cell_11_RCAN_BIX4-official.png
-51.165066,-52.893818,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_113126_cell_12_RCAN_BIX4-official.png
-41.71426,-48.188286,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_113446_cell_22_RCAN_BIX4-official.png
-28.425425,52.658825,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_113446_cell_23_RCAN_BIX4-official.png
-65.534,-1.1607487,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_113446_cell_28_RCAN_BIX4-official.png
-86.828606,38.390236,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_113446_cell_4_RCAN_BIX4-official.png
-69.58006,11.112345,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_113632_cell_11_RCAN_BIX4-official.png
-101.85858,-39.97862,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_113632_cell_19_RCAN_BIX4-official.png
-100.83752,37.386776,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_113632_cell_20_RCAN_BIX4-official.png
-112.84412,-29.576532,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_113632_cell_24_RCAN_BIX4-official.png
-86.14969,47.614662,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_113632_cell_7_RCAN_BIX4-official.png
-29.310762,-8.721761,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_113842_cell_12_RCAN_BIX4-official.png
-94.38512,63.071503,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_113842_cell_13_RCAN_BIX4-official.png
-49.78305,22.359262,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_113842_cell_21_RCAN_BIX4-official.png
-103.2545,-6.380676,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_113842_cell_24_RCAN_BIX4-official.png
-68.33116,11.247323,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_113842_cell_28_RCAN_BIX4-official.png
-27.726227,10.023543,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_113842_cell_33_RCAN_BIX4-official.png
-107.807365,17.898655,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_113842_cell_36_RCAN_BIX4-official.png
-44.677742,-44.788425,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_113842_cell_41_RCAN_BIX4-official.png
-110.53887,52.41969,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_113842_cell_7_RCAN_BIX4-official.png
-46.628513,55.06295,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_113842_cell_8_RCAN_BIX4-official.png
-91.87527,-7.2623477,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_114122_cell_11_RCAN_BIX4-official.png
-64.669876,46.697334,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_114122_cell_13_RCAN_BIX4-official.png
-87.94624,20.869184,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_114122_cell_15_RCAN_BIX4-official.png
-92.80523,68.7356,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_114122_cell_17_RCAN_BIX4-official.png
-91.48448,28.358404,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_114122_cell_8_RCAN_BIX4-official.png
-80.43302,-59.799553,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_114609_cell_15_RCAN_BIX4-official.png
-102.627945,-8.006277,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_114609_cell_18_RCAN_BIX4-official.png
-75.25388,-51.198093,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_114609_cell_21_RCAN_BIX4-official.png
-38.40673,41.420807,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_114609_cell_2_RCAN_BIX4-official.png
-80.88492,-4.7479677,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_114609_cell_30_RCAN_BIX4-official.png
-110.763336,15.59951,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_114609_cell_3_RCAN_BIX4-official.png
-76.17523,-9.922304,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_114804_cell_13_RCAN_BIX4-official.png
-104.067024,13.2190075,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_114804_cell_14_RCAN_BIX4-official.png
-66.215996,-59.276695,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_114804_cell_15_RCAN_BIX4-official.png
-92.63156,44.39214,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_114804_cell_22_RCAN_BIX4-official.png
-25.36419,7.7014327,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_114804_cell_25_RCAN_BIX4-official.png
-103.96522,-0.88195056,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_114804_cell_28_RCAN_BIX4-official.png
-65.62679,-20.217117,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_114804_cell_31_RCAN_BIX4-official.png
-62.973057,36.031574,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_114804_cell_34_RCAN_BIX4-official.png
-90.44894,-11.953205,parasitized,parasitized,D:\dataset\sr\val\parasitized\C39P4thinF_original_IMG_20150622_114804_cell_6_RCAN_BIX4-official.png
-112.31994,-14.591556,parasitized,parasitized,D:\dataset\sr\val\parasitized\C42P5thin_original_IMG_20150623_134426_cell_185_RCAN_BIX4-official.png
-72.93284,25.588888,parasitized,parasitized,D:\dataset\sr\val\parasitized\C45P6ThinF_IMG_20151130_154725_cell_168_RCAN_BIX4-official.png
-58.142315,44.95528,parasitized,parasitized,D:\dataset\sr\val\parasitized\C45P6ThinF_IMG_20151130_154725_cell_179_RCAN_BIX4-official.png
-43.884583,38.82875,parasitized,parasitized,D:\dataset\sr\val\parasitized\C45P6ThinF_IMG_20151130_154725_cell_182_RCAN_BIX4-official.png
-97.111046,-18.23927,parasitized,parasitized,D:\dataset\sr\val\parasitized\C45P6ThinF_IMG_20151130_154725_cell_184_RCAN_BIX4-official.png
-91.85373,31.172855,parasitized,parasitized,D:\dataset\sr\val\parasitized\C45P6ThinF_IMG_20151130_155011_cell_170_RCAN_BIX4-official.png
-25.235636,-8.41877,parasitized,parasitized,D:\dataset\sr\val\parasitized\C45P6ThinF_IMG_20151130_155011_cell_171_RCAN_BIX4-official.png
-50.450027,-5.5892344,parasitized,parasitized,D:\dataset\sr\val\parasitized\C45P6ThinF_IMG_20151130_155011_cell_175_RCAN_BIX4-official.png
-59.896492,7.380501,parasitized,parasitized,D:\dataset\sr\val\parasitized\C45P6ThinF_IMG_20151130_155011_cell_176_RCAN_BIX4-official.png
-51.29022,-46.568836,parasitized,parasitized,D:\dataset\sr\val\parasitized\C45P6ThinF_IMG_20151130_155110_cell_204_RCAN_BIX4-official.png
-59.1148,-37.1744,parasitized,parasitized,D:\dataset\sr\val\parasitized\C45P6ThinF_IMG_20151130_155110_cell_207_RCAN_BIX4-official.png
-125.91036,4.7572813,parasitized,parasitized,D:\dataset\sr\val\parasitized\C45P6ThinF_IMG_20151130_160135_cell_215_RCAN_BIX4-official.png
-41.456974,23.702236,parasitized,parasitized,D:\dataset\sr\val\parasitized\C45P6ThinF_IMG_20151130_160135_cell_216_RCAN_BIX4-official.png
-39.33144,33.857346,parasitized,parasitized,D:\dataset\sr\val\parasitized\C45P6ThinF_IMG_20151130_160241_cell_202_RCAN_BIX4-official.png
-48.10696,17.193281,parasitized,parasitized,D:\dataset\sr\val\parasitized\C45P6ThinF_IMG_20151130_160409_cell_196_RCAN_BIX4-official.png
-42.698387,47.049923,parasitized,parasitized,D:\dataset\sr\val\parasitized\C45P6ThinF_IMG_20151130_160409_cell_198_RCAN_BIX4-official.png
-91.10893,17.59531,parasitized,parasitized,D:\dataset\sr\val\parasitized\C45P6ThinF_IMG_20151130_160409_cell_199_RCAN_BIX4-official.png
-47.505985,29.473135,parasitized,parasitized,D:\dataset\sr\val\parasitized\C45P6ThinF_IMG_20151130_160409_cell_201_RCAN_BIX4-official.png
-66.64972,-7.5187545,parasitized,parasitized,D:\dataset\sr\val\parasitized\C46P7ThinF_IMG_20151130_205558_cell_148_RCAN_BIX4-official.png
-42.157642,42.133865,parasitized,parasitized,D:\dataset\sr\val\parasitized\C46P7ThinF_IMG_20151130_205558_cell_153_RCAN_BIX4-official.png
-33.93876,-7.8618245,parasitized,parasitized,D:\dataset\sr\val\parasitized\C46P7ThinF_IMG_20151130_205558_cell_156_RCAN_BIX4-official.png
-54.514984,-53.724068,parasitized,parasitized,D:\dataset\sr\val\parasitized\C46P7ThinF_IMG_20151130_205558_cell_161_RCAN_BIX4-official.png
-88.377945,-25.56676,parasitized,parasitized,D:\dataset\sr\val\parasitized\C46P7ThinF_IMG_20151130_205558_cell_162_RCAN_BIX4-official.png
-69.44199,20.816101,parasitized,parasitized,D:\dataset\sr\val\parasitized\C46P7ThinF_IMG_20151130_205719_cell_134_RCAN_BIX4-official.png
-76.91047,29.433653,parasitized,parasitized,D:\dataset\sr\val\parasitized\C46P7ThinF_IMG_20151130_205756_cell_124_RCAN_BIX4-official.png
-65.19517,-20.975412,parasitized,parasitized,D:\dataset\sr\val\parasitized\C46P7ThinF_IMG_20151130_205756_cell_129_RCAN_BIX4-official.png
-96.99062,9.813032,parasitized,parasitized,D:\dataset\sr\val\parasitized\C46P7ThinF_IMG_20151130_205828_cell_147_RCAN_BIX4-official.png
-53.420795,-5.9879103,parasitized,parasitized,D:\dataset\sr\val\parasitized\C46P7ThinF_IMG_20151130_205828_cell_148_RCAN_BIX4-official.png
-105.4772,45.5324,parasitized,parasitized,D:\dataset\sr\val\parasitized\C46P7ThinF_IMG_20151130_205828_cell_151_RCAN_BIX4-official.png
-41.0442,6.449812,parasitized,parasitized,D:\dataset\sr\val\parasitized\C46P7ThinF_IMG_20151130_210123_cell_126_RCAN_BIX4-official.png
-86.82708,-13.151965,parasitized,parasitized,D:\dataset\sr\val\parasitized\C46P7ThinF_IMG_20151130_210309_cell_163_RCAN_BIX4-official.png
-79.03429,54.86887,parasitized,parasitized,D:\dataset\sr\val\parasitized\C46P7ThinF_IMG_20151130_210743_cell_152_RCAN_BIX4-official.png
-74.77259,4.5750313,parasitized,parasitized,D:\dataset\sr\val\parasitized\C46P7ThinF_IMG_20151130_210815_cell_7_RCAN_BIX4-official.png
-82.432045,-6.160547,parasitized,parasitized,D:\dataset\sr\val\parasitized\C46P7ThinF_IMG_20151130_210843_cell_143_RCAN_BIX4-official.png
-71.27468,-63.177723,parasitized,parasitized,D:\dataset\sr\val\parasitized\C46P7ThinF_IMG_20151130_210938_cell_157_RCAN_BIX4-official.png
-69.95089,48.863884,parasitized,parasitized,D:\dataset\sr\val\parasitized\C46P7ThinF_IMG_20151130_210938_cell_161_RCAN_BIX4-official.png
-119.01353,4.486505,parasitized,parasitized,D:\dataset\sr\val\parasitized\C46P7ThinF_IMG_20151130_210938_cell_162_RCAN_BIX4-official.png
-50.118683,-11.799788,parasitized,parasitized,D:\dataset\sr\val\parasitized\C46P7ThinF_IMG_20151130_210938_cell_163_RCAN_BIX4-official.png
-58.48039,42.627766,parasitized,parasitized,D:\dataset\sr\val\parasitized\C46P7ThinF_IMG_20151130_210938_cell_170_RCAN_BIX4-official.png
-76.93922,-29.907213,parasitized,parasitized,D:\dataset\sr\val\parasitized\C47P8thinOriginalOlympusCX21_IMG_20150717_172748_cell_158_RCAN_BIX4-official.png
-84.25983,-5.4875793,parasitized,parasitized,D:\dataset\sr\val\parasitized\C47P8thin_Original_Motic_IMG_20150714_093512_cell_172_RCAN_BIX4-official.png
-106.32651,-36.023903,parasitized,parasitized,D:\dataset\sr\val\parasitized\C47P8thin_Original_Motic_IMG_20150714_094054_cell_189_RCAN_BIX4-official.png
-110.14403,43.01252,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_160406_cell_198_RCAN_BIX4-official.png
-55.113956,-56.76636,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_160406_cell_201_RCAN_BIX4-official.png
-57.641975,-65.55833,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_160406_cell_203_RCAN_BIX4-official.png
-99.18414,37.25766,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_160406_cell_212_RCAN_BIX4-official.png
-69.23276,-60.61865,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_160406_cell_213_RCAN_BIX4-official.png
-79.93674,-31.504333,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_160406_cell_216_RCAN_BIX4-official.png
-103.37078,-38.66312,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_160406_cell_217_RCAN_BIX4-official.png
-110.48496,20.221867,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_160406_cell_225_RCAN_BIX4-official.png
-65.77289,-40.976982,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_160406_cell_229_RCAN_BIX4-official.png
-96.7049,36.87929,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_160406_cell_237_RCAN_BIX4-official.png
-39.074665,-8.535214,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_160406_cell_238_RCAN_BIX4-official.png
-66.21853,-39.547195,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_160944_cell_202_RCAN_BIX4-official.png
-40.98309,25.543499,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_160944_cell_206_RCAN_BIX4-official.png
-61.717754,10.617085,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_160944_cell_209_RCAN_BIX4-official.png
-25.193096,3.2323265,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_160944_cell_211_RCAN_BIX4-official.png
-90.56803,-16.668177,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_160944_cell_218_RCAN_BIX4-official.png
-75.65774,-48.332825,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_160944_cell_227_RCAN_BIX4-official.png
-85.00651,5.498412,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_160944_cell_229_RCAN_BIX4-official.png
-137.39577,17.646112,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_160944_cell_233_RCAN_BIX4-official.png
-58.27433,-40.222916,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_160944_cell_235_RCAN_BIX4-official.png
-106.945274,-33.972095,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_161055_cell_167_RCAN_BIX4-official.png
-67.28736,41.360016,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_161055_cell_168_RCAN_BIX4-official.png
-128.05997,4.0299716,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_161055_cell_191_RCAN_BIX4-official.png
-43.37939,-53.68402,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_161055_cell_192_RCAN_BIX4-official.png
-90.29489,30.43275,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_161055_cell_197_RCAN_BIX4-official.png
-35.363472,7.4054112,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_161243_cell_155_RCAN_BIX4-official.png
-78.240135,30.714705,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_161243_cell_157_RCAN_BIX4-official.png
-34.26369,44.179333,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_161243_cell_167_RCAN_BIX4-official.png
-66.30734,52.05316,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_161243_cell_169_RCAN_BIX4-official.png
-97.66563,66.62614,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_161243_cell_170_RCAN_BIX4-official.png
-100.258766,46.2895,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_161412_cell_173_RCAN_BIX4-official.png
-77.65339,35.553677,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_161412_cell_181_RCAN_BIX4-official.png
-123.81671,-0.45677546,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_161412_cell_182_RCAN_BIX4-official.png
-28.601202,-8.9028845,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_161412_cell_186_RCAN_BIX4-official.png
-51.94851,-31.060375,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_161412_cell_187_RCAN_BIX4-official.png
-87.35318,56.754482,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_161412_cell_188_RCAN_BIX4-official.png
-75.6234,-28.975348,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_161412_cell_189_RCAN_BIX4-official.png
-84.04726,6.5737104,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_161412_cell_193_RCAN_BIX4-official.png
-98.73335,1.4222054,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_162732_cell_12_RCAN_BIX4-official.png
-73.23405,-47.460575,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_162732_cell_13_RCAN_BIX4-official.png
-64.32076,-30.503212,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_162732_cell_15_RCAN_BIX4-official.png
-46.343845,-61.02785,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_162732_cell_16_RCAN_BIX4-official.png
-97.39255,-38.06537,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_162732_cell_17_RCAN_BIX4-official.png
-79.695854,-56.21846,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_162732_cell_18_RCAN_BIX4-official.png
-63.41608,-51.9881,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_162732_cell_5_RCAN_BIX4-official.png
-114.13806,-26.889921,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_162732_cell_6_RCAN_BIX4-official.png
-68.31476,-41.09549,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_162732_cell_9_RCAN_BIX4-official.png
-83.579475,49.765835,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_163810_cell_10_RCAN_BIX4-official.png
-100.19742,-20.746141,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_163810_cell_14_RCAN_BIX4-official.png
-99.79431,39.65567,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_163810_cell_17_RCAN_BIX4-official.png
-37.564808,-52.399025,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_163810_cell_2_RCAN_BIX4-official.png
-69.668724,49.830143,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_163810_cell_7_RCAN_BIX4-official.png
-74.95602,-3.1118689,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_163810_cell_9_RCAN_BIX4-official.png
-45.4568,46.477592,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_164031_cell_11_RCAN_BIX4-official.png
-44.61194,66.47631,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_164031_cell_16_RCAN_BIX4-official.png
-50.07326,-8.091055,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_164031_cell_19_RCAN_BIX4-official.png
-89.44034,18.81281,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_164031_cell_22_RCAN_BIX4-official.png
-71.72188,23.03976,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_164031_cell_5_RCAN_BIX4-official.png
-89.65015,-18.332487,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_164031_cell_9_RCAN_BIX4-official.png
-36.383564,45.442665,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_164129_cell_11_RCAN_BIX4-official.png
-21.045542,12.785721,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_164129_cell_13_RCAN_BIX4-official.png
-78.396996,-25.82225,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_164129_cell_14_RCAN_BIX4-official.png
-101.69786,38.11353,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_164129_cell_25_RCAN_BIX4-official.png
-113.02014,-27.491396,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_164129_cell_29_RCAN_BIX4-official.png
-58.56465,-14.698187,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_164129_cell_32_RCAN_BIX4-official.png
-38.67426,6.1779003,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_164129_cell_34_RCAN_BIX4-official.png
-62.07766,32.873142,parasitized,parasitized,D:\dataset\sr\val\parasitized\C48P9thinF_IMG_20150721_164129_cell_35_RCAN_BIX4-official.png
